show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,duration_value,duration_unit,dir_cast
s734,TV Show,LEGO Friends: The Power of Friendship,Not Given,"Erica Mendez, Marianne Miller, Rachelle Heger, Millie O'Conner, Alexa Kahn, Doug Stone, Chris Smith, Bryce Papenbrook, Heather Downey, Chris Hackney, Ben Pronsky",Denmark,2021-06-11,2016,TV-Y7,2 Seasons,Kids' TV,2.0,Seasons,"Not Given---Erica Mendez, Marianne Miller, Rachelle Heger, Millie O'Conner, Alexa Kahn, Doug Stone, Chris Smith, Bryce Papenbrook, Heather Downey, Chris Hackney, Ben Pronsky"
s735,TV Show,Lupin,Not Given,"Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella","France, United States",2021-06-11,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",2.0,Seasons,"Not Given---Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella"
s736,Movie,Sarbath,Prabhakaran,"Kathir, Soori, Rahasya Gorak, Ashvatt",India,2021-06-11,2021,TV-PG,113 min,"Comedies, Dramas, International Movies",113.0,min,"Prabhakaran---Kathir, Soori, Rahasya Gorak, Ashvatt"
s737,Movie,Skater Girl,Manjari Makijany,"Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman","United States, India",2021-06-11,2021,PG,110 min,"Children & Family Movies, Dramas, International Movies",110.0,min,"Manjari Makijany---Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman"
s738,TV Show,Trese,Jay Oliva,"Shay Mitchell, Liza Soberano, Jon Jon Briones, Darren Criss, Manny Jacinto, Dante Basco, Nicole Scherzinger, Lou Diamond Phillips, Steve Blum","Philippines, Singapore, Indonesia",2021-06-11,2021,TV-MA,1 Season,"Anime Series, Crime TV Shows, TV Horror",1.0,Season,"Jay Oliva---Shay Mitchell, Liza Soberano, Jon Jon Briones, Darren Criss, Manny Jacinto, Dante Basco, Nicole Scherzinger, Lou Diamond Phillips, Steve Blum"
s739,Movie,Trese After Dark,Not Given,Not Given,Not Given,2021-06-11,2021,TV-14,36 min,"Anime Features, Documentaries",36.0,min,Not Given---Not Given
s740,Movie,Wish Dragon,Chris Appelhans,"Jimmy Wong, John Cho, Constance Wu, Will Yun Lee, Bobby Lee, Jimmy O. Yang, Ian Chen","China, United States, Canada",2021-06-11,2021,PG,102 min,"Children & Family Movies, Comedies",102.0,min,"Chris Appelhans---Jimmy Wong, John Cho, Constance Wu, Will Yun Lee, Bobby Lee, Jimmy O. Yang, Ian Chen"
s741,Movie,A Haunted House 2,Michael Tiddes,"Marlon Wayans, Jaime Pressly, Essence Atkins, Affion Crockett, Hayes MacArthur, Rick Overton, Ashley Rickards, Cedric the Entertainer, Dave Sheridan, Missi Pyle, Gabriel Iglesias, Steele Stebbins",United States,2021-06-10,2014,R,86 min,"Comedies, Horror Movies",86.0,min,"Michael Tiddes---Marlon Wayans, Jaime Pressly, Essence Atkins, Affion Crockett, Hayes MacArthur, Rick Overton, Ashley Rickards, Cedric the Entertainer, Dave Sheridan, Missi Pyle, Gabriel Iglesias, Steele Stebbins"
s742,Movie,Blind Intersections,Lara Saba,"Alaa Hammoud, Ghida Nouri, Carole Hajj, Chadi Haddad, Leila Hakim, Charbel Ziade, Nibal Arakji, Caroline Hatem, Josyane Boulos, Mario Bassil","Lebanon, United Arab Emirates",2021-06-10,2012,TV-MA,91 min,"Dramas, International Movies",91.0,min,"Lara Saba---Alaa Hammoud, Ghida Nouri, Carole Hajj, Chadi Haddad, Leila Hakim, Charbel Ziade, Nibal Arakji, Caroline Hatem, Josyane Boulos, Mario Bassil"
s743,Movie,Camellia Sisters,"Bao Nhan, Namcito","Le Khanh, Kaity Nguyen, Hong Van, Khuong Le, Hoang Dung, Anh Dung, Si Nguyen, Huyng Kien An",Vietnam,2021-06-10,2021,TV-MA,117 min,"Dramas, International Movies",117.0,min,"Bao Nhan, Namcito---Le Khanh, Kaity Nguyen, Hong Van, Khuong Le, Hoang Dung, Anh Dung, Si Nguyen, Huyng Kien An"
s744,Movie,Copenhagen,Mark Raso,"Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant, Baard Owe, Mille Dinesen, Martin Hestbæk, Tamzin Merchant","Canada, United States, Denmark",2021-06-10,2014,TV-MA,99 min,"Dramas, Independent Movies, Romantic Movies",99.0,min,"Mark Raso---Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant, Baard Owe, Mille Dinesen, Martin Hestbæk, Tamzin Merchant"
s745,TV Show,Locombianos,Not Given,"Freddy Beltrán, Pamela Ospina, Diego Camargo, Catalina Guzmán",Colombia,2021-06-10,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",1.0,Season,"Not Given---Freddy Beltrán, Pamela Ospina, Diego Camargo, Catalina Guzmán"
s746,Movie,Until Midnight,Tariq Alkazim,"Ahmad Khamis Ali, Chuka Ekweogwu, Heba Al Hamwi, Rik Aby, Merouane Ali, Khalid Al Suwaidi, Saeed Arjumand",United Arab Emirates,2021-06-10,2019,TV-14,77 min,"International Movies, Thrillers",77.0,min,"Tariq Alkazim---Ahmad Khamis Ali, Chuka Ekweogwu, Heba Al Hamwi, Rik Aby, Merouane Ali, Khalid Al Suwaidi, Saeed Arjumand"
s747,Movie,Awake,Mark Raso,"Gina Rodriguez, Ariana Greenblatt, Frances Fisher, Jennifer Jason Leigh, Barry Pepper, Shamier Anderson, Finn Jones, Lucius Hoyos, Gil Bellows",United States,2021-06-09,2021,TV-MA,97 min,"Dramas, Thrillers",97.0,min,"Mark Raso---Gina Rodriguez, Ariana Greenblatt, Frances Fisher, Jennifer Jason Leigh, Barry Pepper, Shamier Anderson, Finn Jones, Lucius Hoyos, Gil Bellows"
s748,Movie,Confusion Na Wa,Kenneth Gyang,"Ramsey Nouah, OC Ukeje, Ali Nuhu, Tunde Aladese, Gold Ikponmwosa, Tony Goodman, Nathaniel Deme, Yanchat Sankey, Lisa Pam Tok, Toyin Alabi",Nigeria,2021-06-09,2013,TV-MA,106 min,"Comedies, Dramas, International Movies",106.0,min,"Kenneth Gyang---Ramsey Nouah, OC Ukeje, Ali Nuhu, Tunde Aladese, Gold Ikponmwosa, Tony Goodman, Nathaniel Deme, Yanchat Sankey, Lisa Pam Tok, Toyin Alabi"
s749,TV Show,"Fresh, Fried & Crispy",Not Given,Not Given,United States,2021-06-09,2021,TV-PG,1 Season,Reality TV,1.0,Season,Not Given---Not Given
s750,TV Show,L.A.’s Finest,Not Given,"Jessica Alba, Gabrielle Union",United States,2021-06-09,2021,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Comedies",2.0,Seasons,"Not Given---Jessica Alba, Gabrielle Union"
s751,Movie,Tragic Jungle,Yulene Olaizola,"Indira Andrewin, Gilberto Barraza, Gabino Rodríguez, Eligio Meléndez, Mariano Tun Xool, Dale Carley, José Alfredo González Dzul, Eliseo Mancilla De La Cruz","Mexico, France, Colombia",2021-06-09,2021,TV-MA,97 min,"Dramas, Independent Movies, International Movies",97.0,min,"Yulene Olaizola---Indira Andrewin, Gilberto Barraza, Gabino Rodríguez, Eligio Meléndez, Mariano Tun Xool, Dale Carley, José Alfredo González Dzul, Eliseo Mancilla De La Cruz"
s752,TV Show,Guru Aur Bhole,Not Given,Amit Kumar,Not Given,2021-06-08,2018,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",2.0,Seasons,Not Given---Amit Kumar
s753,Movie,Vampire Academy,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Dominic Sherwood, Sarah Hyland, Sami Gayle","United States, United Kingdom",2021-06-07,2014,PG-13,104 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",104.0,min,"Mark Waters---Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Dominic Sherwood, Sarah Hyland, Sami Gayle"
s754,TV Show,"Newly Rich, Newly Poor",Not Given,"Martín Karpan, Carolina Acevedo, Jhon Álex Toro, María Cecilia Botero, Andrés Toro, Andrea Noceti, Diana Neira, Hugo Gómez, Isabel Cristina Estrada, Mauricio Vélez",Colombia,2021-06-06,2007,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1.0,Season,"Not Given---Martín Karpan, Carolina Acevedo, Jhon Álex Toro, María Cecilia Botero, Andrés Toro, Andrea Noceti, Diana Neira, Hugo Gómez, Isabel Cristina Estrada, Mauricio Vélez"
s755,Movie,A Private War,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan","United Kingdom, United States",2021-06-05,2018,R,110 min,"Dramas, Independent Movies",110.0,min,"Matthew Heineman---Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan"
s756,Movie,Kitty Love: An Homage to Cats,Not Given,Nicolette Kluijver,Netherlands,2021-06-05,2021,TV-G,61 min,"Children & Family Movies, Documentaries, International Movies",61.0,min,Not Given---Nicolette Kluijver
s757,Movie,Small Chops,Robert Peters,"Chika Ike, Max Cavenham, Nkem Owoh, Nse Ikpe-Etim, Toyin Abraham, Eucharia Anunobi, Sophie Alakija, Hafis Ayetoro, Omotunde Adebowale David",Nigeria,2021-06-05,2020,TV-MA,98 min,"Dramas, International Movies, Romantic Movies",98.0,min,"Robert Peters---Chika Ike, Max Cavenham, Nkem Owoh, Nse Ikpe-Etim, Toyin Abraham, Eucharia Anunobi, Sophie Alakija, Hafis Ayetoro, Omotunde Adebowale David"
s758,Movie,Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,"David Attenborough, Johan Rockström",United States,2021-06-04,2021,TV-PG,74 min,Documentaries,74.0,min,"Jonathan Clay---David Attenborough, Johan Rockström"
s759,TV Show,Feel Good,Ally Pankiw,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram",United Kingdom,2021-06-04,2021,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",2.0,Seasons,"Ally Pankiw---Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram"
s760,Movie,Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,George Ford,Not Given,Not Given,2021-06-04,2015,TV-G,60 min,Movies,60.0,min,George Ford---Not Given
s761,Movie,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,George Ford,Not Given,Not Given,2021-06-04,2015,TV-G,60 min,Movies,60.0,min,George Ford---Not Given
s762,TV Show,Human: The World Within,Not Given,Not Given,Not Given,2021-06-04,2021,TV-PG,1 Season,"Docuseries, Science & Nature TV",1.0,Season,Not Given---Not Given
s763,Movie,Sweet & Sour,Lee Kae-byeok,"Jang Ki-yong, Chae Soo-bin, Jung Soo-jung",South Korea,2021-06-04,2021,TV-14,103 min,"Comedies, International Movies, Romantic Movies",103.0,min,"Lee Kae-byeok---Jang Ki-yong, Chae Soo-bin, Jung Soo-jung"
s764,TV Show,Sweet Tooth,Not Given,"Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania LaVie Owen, Dania Ramirez, Aliza Vellani, Will Forte, James Brolin, Neil Sandilands, Mia Artemis",United States,2021-06-04,2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",1.0,Season,"Not Given---Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania LaVie Owen, Dania Ramirez, Aliza Vellani, Will Forte, James Brolin, Neil Sandilands, Mia Artemis"
s765,Movie,Trippin' with the Kandasamys,Jayan Moodley,"Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Koobeshan Naidoo, Yugan Naidoo, Mariam Bassa, Uraysha Ramrachia",South Africa,2021-06-04,2021,TV-14,94 min,"Comedies, International Movies, Romantic Movies",94.0,min,"Jayan Moodley---Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Koobeshan Naidoo, Yugan Naidoo, Mariam Bassa, Uraysha Ramrachia"
s766,Movie,Xtreme,Daniel Benmayor,"Teo García, Óscar Jaenada, Óscar Casas, Andrea Duro, Sergio Peris-Mencheta, Alberto Jo Lee, Luis Zahera, Andrés Herrera, Nao Albet, César Bandera, Isa Montalbán",Spain,2021-06-04,2021,TV-MA,112 min,"Action & Adventure, International Movies",112.0,min,"Daniel Benmayor---Teo García, Óscar Jaenada, Óscar Casas, Andrea Duro, Sergio Peris-Mencheta, Alberto Jo Lee, Luis Zahera, Andrés Herrera, Nao Albet, César Bandera, Isa Montalbán"
s767,Movie,Alan Saldaña: Locked Up,Alex Díaz,Alan Saldaña,Mexico,2021-06-03,2021,TV-MA,49 min,Stand-Up Comedy,49.0,min,Alex Díaz---Alan Saldaña
s768,TV Show,Creator's File: GOLD,Not Given,"Ryuji Akiyama, Ryusei Yokohama, Yumi Adachi, Ai Tominaga, Mei Nagano, Aki Yashiro, Kyary Pamyu Pamyu, Akira Nakao, Shino Ikenami, Joe Odagiri",Japan,2021-06-03,2021,TV-14,1 Season,"International TV Shows, TV Comedies",1.0,Season,"Not Given---Ryuji Akiyama, Ryusei Yokohama, Yumi Adachi, Ai Tominaga, Mei Nagano, Aki Yashiro, Kyary Pamyu Pamyu, Akira Nakao, Shino Ikenami, Joe Odagiri"
s769,Movie,Dancing Queens,Helena Bergström,"Molly Nutley, Fredrik Quiñones, Marie Göranzon, Mattias Nordkvist, Claes Malmberg, Christopher Wollter, Emil Almén, Razmus Nyström, André Christenson, Louie Indriana, Max Ulveson",Sweden,2021-06-03,2021,TV-MA,111 min,"Comedies, Dramas, International Movies",111.0,min,"Helena Bergström---Molly Nutley, Fredrik Quiñones, Marie Göranzon, Mattias Nordkvist, Claes Malmberg, Christopher Wollter, Emil Almén, Razmus Nyström, André Christenson, Louie Indriana, Max Ulveson"
s770,Movie,From Stress to Happiness,"Alejandro De Grazia, Juan Stadler",Not Given,Argentina,2021-06-03,2020,TV-G,58 min,"Documentaries, International Movies",58.0,min,"Alejandro De Grazia, Juan Stadler---Not Given"
s771,Movie,Myriam Fares: The Journey,Myriam Fares,Myriam Fares,United Arab Emirates,2021-06-03,2021,TV-14,72 min,"Documentaries, International Movies, Music & Musicals",72.0,min,Myriam Fares---Myriam Fares
s772,TV Show,Pretty Guardian Sailor Moon Eternal The Movie,Chiaki Kon,"Kotono Mitsuishi, Hisako Kanemoto, Rina Satou, Ami Koshimizu, Shizuka Ito, Misato Fukuen, Kenji Nojima, Junko Minagawa, Sayaka Ohara, Ai Maeda, Yukiyo Fujii, Ryo Hirohashi, Taishi Murata, Yoshitsugu Matsuoka, Shoko Nakagawa, Naomi Watanabe, Nanao",Not Given,2021-06-03,2021,TV-14,1 Season,TV Shows,1.0,Season,"Chiaki Kon---Kotono Mitsuishi, Hisako Kanemoto, Rina Satou, Ami Koshimizu, Shizuka Ito, Misato Fukuen, Kenji Nojima, Junko Minagawa, Sayaka Ohara, Ai Maeda, Yukiyo Fujii, Ryo Hirohashi, Taishi Murata, Yoshitsugu Matsuoka, Shoko Nakagawa, Naomi Watanabe, Nanao"
s773,TV Show,Summertime,Not Given,"Coco Rebecca Edogamhe, Ludovico Tersigni, Amanda Campana, Andrea Lattanzi, Giovanni Maini, Alicia Ann Edogamhe, Thony",Italy,2021-06-03,2021,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",2.0,Seasons,"Not Given---Coco Rebecca Edogamhe, Ludovico Tersigni, Amanda Campana, Andrea Lattanzi, Giovanni Maini, Alicia Ann Edogamhe, Thony"
s774,Movie,The Girl and the Gun,Rae Red,"Janine Gutierrez, Felix Roco, JC Santos, Elijah Canlas, Sky Teotico, Archi Adamos, Allan Paule, Ruby Ruiz, Bie Ruaro, Jess Mendoza",Philippines,2021-06-03,2019,TV-MA,78 min,"Dramas, International Movies, Thrillers",78.0,min,"Rae Red---Janine Gutierrez, Felix Roco, JC Santos, Elijah Canlas, Sky Teotico, Archi Adamos, Allan Paule, Ruby Ruiz, Bie Ruaro, Jess Mendoza"
s775,Movie,2 Hearts,Lance Hool,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",United States,2021-06-02,2020,PG-13,101 min,"Dramas, Faith & Spirituality, Romantic Movies",101.0,min,"Lance Hool---Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett"
s776,Movie,A Perfect Ending,Nicole Conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",United States,2021-06-02,2012,TV-MA,110 min,"Dramas, Independent Movies, LGBTQ Movies",110.0,min,"Nicole Conn---Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson"
s777,Movie,American Outlaws,Les Mayfield,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will McCormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb",United States,2021-06-02,2001,PG-13,94 min,Action & Adventure,94.0,min,"Les Mayfield---Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will McCormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb"
s778,Movie,And Then Came Lola,"Ellen Seidler, Megan Siler","Ashleigh Sumner, Jill Bennett, Cathy DeBuono, Jessica Graham, Angelyna Martinez, Candy Tolentino, Linda Ignazi, Jenoa Harlow, Lisa Dewey, Kathy Domenici",United States,2021-06-02,2009,TV-MA,70 min,"Comedies, Independent Movies, LGBTQ Movies",70.0,min,"Ellen Seidler, Megan Siler---Ashleigh Sumner, Jill Bennett, Cathy DeBuono, Jessica Graham, Angelyna Martinez, Candy Tolentino, Linda Ignazi, Jenoa Harlow, Lisa Dewey, Kathy Domenici"
s779,TV Show,Attack on Titan,Not Given,"Yuki Kaji, Yui Ishikawa, Marina Inoue, Kisho Taniyama, Yu Shimamura, Yu Kobayashi, Shiori Mikami, Hiro Shimono, Ryota Osaka, Yoshimasa Hosoya, Tomohisa Hashizume, Saki Fujita, Hiroshi Kamiya, Daisuke Ono, Romi Park, Keiji Fujiwara, Kazuhiro Yamaji, Yusaku Yara, Takehito Koyasu",Japan,2021-06-02,2013,TV-MA,1 Season,"Anime Series, International TV Shows",1.0,Season,"Not Given---Yuki Kaji, Yui Ishikawa, Marina Inoue, Kisho Taniyama, Yu Shimamura, Yu Kobayashi, Shiori Mikami, Hiro Shimono, Ryota Osaka, Yoshimasa Hosoya, Tomohisa Hashizume, Saki Fujita, Hiroshi Kamiya, Daisuke Ono, Romi Park, Keiji Fujiwara, Kazuhiro Yamaji, Yusaku Yara, Takehito Koyasu"
s780,Movie,Battlefield Earth,Roger Christian,"John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael MacRae, Shaun Austin-Olsen, Tim Post, Michael Byrne",United States,2021-06-02,2000,PG-13,118 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",118.0,min,"Roger Christian---John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael MacRae, Shaun Austin-Olsen, Tim Post, Michael Byrne"
s781,TV Show,Ben & Holly's Little Kingdom,Not Given,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham",United Kingdom,2021-06-02,2019,TV-Y,2 Seasons,Kids' TV,2.0,Seasons,"Not Given---Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham"
s782,Movie,Black Holes | The Edge of All We Know,Peter Galison,Not Given,Not Given,2021-06-02,2021,TV-14,99 min,Documentaries,99.0,min,Peter Galison---Not Given
s783,Movie,Bliss,Lance Young,"Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker","Canada, United States",2021-06-02,1997,R,103 min,"Dramas, Romantic Movies",103.0,min,"Lance Young---Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker"
s784,Movie,Carnaval,Leandro Neri,"Giovana Cordeiro, Gkay, Bruna Inocencio, Samya Pascotto, Flavia Pavanelli, Micael Borges, Jean Pedro, Rafael Medrado, Nikolas Antunes, Stella Miranda",Brazil,2021-06-02,2021,TV-MA,95 min,"Comedies, International Movies, Music & Musicals",95.0,min,"Leandro Neri---Giovana Cordeiro, Gkay, Bruna Inocencio, Samya Pascotto, Flavia Pavanelli, Micael Borges, Jean Pedro, Rafael Medrado, Nikolas Antunes, Stella Miranda"
s785,Movie,Cloudburst,Thom Fitzgerald,"Olympia Dukakis, Ryan Doucette, Brenda Fricker, Kristin Booth, Michael McPhee, John Dunsworth, Jeremy Akerman, Mary-Colin Chisholm, Kevin Kincaid","United States, Canada",2021-06-02,2011,TV-MA,93 min,"Comedies, Dramas, Independent Movies",93.0,min,"Thom Fitzgerald---Olympia Dukakis, Ryan Doucette, Brenda Fricker, Kristin Booth, Michael McPhee, John Dunsworth, Jeremy Akerman, Mary-Colin Chisholm, Kevin Kincaid"
s786,TV Show,Cocomelon,Not Given,Not Given,United States,2021-06-02,2021,TV-Y,3 Seasons,Kids' TV,3.0,Seasons,Not Given---Not Given
s787,Movie,Company of Heroes,Don Michael Paul,"Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko, Neal McDonough, Jürgen Prochnow, Sam Spruell, Richard Sammel, Philip Rham, Alastair Mackenzie",United States,2021-06-02,2013,R,101 min,"Action & Adventure, Dramas",101.0,min,"Don Michael Paul---Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko, Neal McDonough, Jürgen Prochnow, Sam Spruell, Richard Sammel, Philip Rham, Alastair Mackenzie"
s788,Movie,Cradle 2 the Grave,Andrzej Bartkowiak,"Jet Li, DMX, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd",United States,2021-06-02,2003,R,101 min,Action & Adventure,101.0,min,"Andrzej Bartkowiak---Jet Li, DMX, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd"
s789,Movie,Domestic Disturbance,Harold Becker,"John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson, Susan Floyd, Angelica Page, Steve Buscemi, Chris Ellis",United States,2021-06-02,2001,PG-13,89 min,Thrillers,89.0,min,"Harold Becker---John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson, Susan Floyd, Angelica Page, Steve Buscemi, Chris Ellis"
s790,TV Show,Downton Abbey,Not Given,"Hugh Bonneville, Jessica Brown Findlay, Samantha Bond, Laura Carmichael, Jim Carter, Raquel Cassidy, Brendan Coyle, Tom Cullen, Michelle Dockery, Kevin Doyle, Siobhan Finneran, Michael Fox, Joanne Froggatt, Matthew Goode, Harry Hadden-Paton, Thomas Howes, Lily James, Rob James-Collier, Rose Leslie, Phyllis Logan, Elizabeth McGovern, Sophie McShera, Lesley Nicol, Maggie Smith, Penelope Wilton",United Kingdom,2021-06-02,2015,TV-14,6 Seasons,"British TV Shows, International TV Shows, TV Dramas",6.0,Seasons,"Not Given---Hugh Bonneville, Jessica Brown Findlay, Samantha Bond, Laura Carmichael, Jim Carter, Raquel Cassidy, Brendan Coyle, Tom Cullen, Michelle Dockery, Kevin Doyle, Siobhan Finneran, Michael Fox, Joanne Froggatt, Matthew Goode, Harry Hadden-Paton, Thomas Howes, Lily James, Rob James-Collier, Rose Leslie, Phyllis Logan, Elizabeth McGovern, Sophie McShera, Lesley Nicol, Maggie Smith, Penelope Wilton"
